"frequency_Hz","Z_real","Z_imag"
1,5438.29863306966,-15.0737508921888
1.15688752831628,5474.61459603538,24.2084597700004
1.33838875317376,5671.368016695,-61.7952357676424
1.5483652565855,5507.63752618314,46.5594995970186
1.791284454622,5514.06308956048,-52.3896803163122
2.07231464521903,5688.44126811304,3.94478632858458
2.39743496780108,5550.41573527907,82.9922134807256
2.77356261419841,5360.46891464204,4.30444972791409
3.20869999737045,5423.94196942304,-86.2476886271158
3.71210500906636,5450.30057932729,68.0586367348565
4.29448798878927,5633.72690461845,41.830178483446
4.96823959473439,5538.35696007794,-17.7055379977539
5.74769442483535,5542.4480042833,-63.9988988758349
6.64943599666505,5509.99149405523,-173.45826364696
7.69264957487914,5435.95661877524,28.8631178258683
8.89953035288523,5692.57890867094,-205.687282228812
10.2957556731251,5549.50961387697,78.925574661699
11.9110313328301,5276.83081114007,-18.3661919304927
13.7797235983356,5567.72484329563,-241.949490473322
15.94159037456,5435.54785809616,-362.549545545422
18.4426270858553,5366.00581567052,-366.741835590701
21.3360452650141,5453.71193437623,-305.45230480598
24.6834046706865,5357.58794499553,-412.464010047106
28.5559230199011,5380.2208986426,-483.052239867649
33.0359912012834,5378.32662100522,-617.521514242374
38.2189262063312,5244.71826937684,-596.727747110814
44.2149990737449,5496.63993317795,-766.905743417895
51.1517809929315,5390.79020330674,-964.432267845872
59.1768574818882,5209.85775348276,-939.620043092077
68.4609683857466,5413.79852698214,-928.988283114656
79.2016405019255,5254.02702281907,-1232.99500432888
91.6273901188674,5086.19564737563,-1264.85684902526
106.002584880688,5094.31666219006,-1667.78843361686
122.633068417756,4943.9705917742,-1683.05716911071
141.87266741166,4753.95945130945,-1806.96555225517
164.130719537513,4517.23423036225,-2007.18437117139
189.880782446526,4240.13987707165,-2189.83978712723
219.670709079324,3881.32127819142,-2395.49897205303
254.134303670264,3527.2118283607,-2511.17439545445
294.004806433471,3167.30427989951,-2575.18094222594
340.130493827925,2782.0206732233,-2485.63050770855
393.492726309585,2463.23644845666,-2510.79438777127
455.226827550731,2061.44345965024,-2379.29370436396
526.646239348428,1962.63024930867,-2228.18523008908
609.270466136868,1634.56361121499,-1956.7730300534
704.85740364519,1295.09496197374,-1905.59813608925
815.440739518517,1144.59049324798,-1684.02173385694
943.373221629978,994.068874788143,-1511.80206006228
1091.37671465127,917.143353553602,-1375.00056795041
1262.60010987486,796.414769996627,-1187.2426797646
1460.68632036499,733.105474403831,-1003.53389349342
1689.84978681246,670.683871799453,-899.348070725456
1954.96614309126,628.262368082115,-792.245911835636
2261.67594922286,622.093665977828,-697.7461341722
2616.50469874882,569.175985057977,-633.4517968091
3027.00165376346,577.745622305716,-502.829696590806
3501.90046143171,519.160976174339,-471.327725722123
4051.30496923538,538.379875856646,-380.688308562671
4686.90419231419,524.498621646276,-314.239227132669
5422.22100650159,519.738132119257,-309.673666569658
6272.89985819625,517.18370904925,-245.039906358833
7257.03961232422,504.029004694948,-221.798403275842
8395.57861999512,503.569385420662,-206.319515712285
9712.74019847118,494.542799689112,-179.778434126031
11236.5480013875,492.787472031683,-158.295023336981
12999.4222441325,506.138659951423,-127.855587908916
15038.8694695541,506.839899688787,-120.786825153106
17398.2805293037,502.213641914676,-84.4308685915015
20127.8537584994,510.610173554359,-57.7383999734855
23285.662984982,521.663520801434,-81.3499067131195
26938.8930959018,495.74672238571,-51.1286440353255
31165.2694492943,477.285777935227,-43.3243171967745
36054.7115425051,510.493990003056,-40.801655556572
41711.2461205652,493.174420854959,-48.2730778102333
48255.2204274128,493.319527751718,-34.1781173501512
55825.862688627,510.43824829653,-31.317668111558
64584.2443019699,497.269575105572,-19.0043052972141
74716.7067586808,487.870282978009,-25.029173016161
86438.8262059828,501.882311987436,-8.63450758939524
1e+05,498.66090236095,-19.6634180945569
